symbol,name,price,exchange
LEON.SW,Leonteq AG,35.0,SIX
LISN.SW,Chocoladefabriken Lindt & Spruengli AG,82700.0,SIX
LUKN.SW,Luzerner Kantonalbank AG,393.5,SIX
MCHN.SW,MCH Group AG,13.75,SIX
MOVE.SW,Medacta Group SA,86.0,SIX
MED.SW,Medartis Holding AG,48.8,SIX
MTG.SW,Meier Tobler Group AG,9.4,SIX
METN.SW,Metall Zug AG,1285.0,SIX
MBTN.SW,Meyer Burger Technology AG,0.2598,SIX
MIKN.SW,Mikron Holding AG,5.12,SIX
MOZN.SW,Mobilezone Holding AG,9.05,SIX
MOBN.SW,Mobimo Holding AG,271.0,SIX
MOLN.SW,Molecular Partners AG,16.34,SIX
NBEN.SW,Nebag ag,8.65,SIX
NEWN.SW,New Value AG,0.49,SIX
NREN.SW,Novavest Real Estate AG,44.7,SIX
OFN.SW,Orell Fuessli Holding AG,93.0,SIX
OBSN.SW,Obseva SA,2.23,SIX
OERL.SW,OC Oerlikon Corporation AG Pfaeffikon,7.125,SIX
ODHN.SW,Orascom Development Holding AG,8.46,SIX
ORON.SW,Orior AG,68.5,SIX
PARG.SW,Pargesa Holding SA,75.9,SIX
PEAN.SW,Peach Property Group AG,42.5,SIX
PRFN.SW,Perfect Holding SA,0.0825,SIX
PEDU.SW,Perrot Duval Holding SA,109.0,SIX
PM.SW,Phoenix Mecano AG,375.0,SIX
PLAN.SW,Plazza AG,287.0,SIX
PNHO.SW,Poenina Holding AG,47.8,SIX
POLN.SW,Polyphor AG,8.84,SIX
PEHN.SW,Private Equity Holding AG,51.0,SIX
PSPN.SW,PSP Swiss Property AG,110.6,SIX
RLF.SW,RELIEF THERAPEUTICS Holding SA,0.508,SIX
RIEN.SW,Rieter Holding AG,79.0,SIX
HREN.SW,Romande Energie Holding SA,1110.0,SIX
SANN.SW,Santhera Pharmaceuticals Holding AG,3.29,SIX
SAHN.SW,Schaffner Holding AG,188.5,SIX
STRN.SW,Schlatter Industries AG,26.8,SIX
STLN.SW,Schmolz+Bickenbach AG,0.1988,SIX
SWTQ.SW,Schweiter Technologies AG,1316.0,SIX
SENS.SW,Sensirion Holding AG,51.4,SIX
SFPN.SW,Swiss Finance & Property Investment AG,93.5,SIX
SFSN.SW,SFS Group AG,89.8,SIX
SFZN.SW,Siegfried Holding AG,628.0,SIX
SIGN.SW,SIG Combibloc Group AG,19.26,SIX
SNBN.SW,Schweizerische Nationalbank,4720.0,SIX
SWON.SW,Softwareone Holding AG,25.9,SIX
SPCE.SW,Spice Private Equity AG,9.35,SIX
SGKN.SW,St Galler Kantonalbank AG,398.0,SIX
SRAIL.SW,Stadler Rail AG,37.88,SIX
STGN.SW,Starrag Group Holding AG,35.4,SIX
STMN.SW,Straumann Holding AG,976.6,SIX
SUN.SW,Sulzer AG,75.35,SIX
SRCG.SW,Sunrise Communications Group AG,109.3,SIX
SPSN.SW,Swiss Prime Site AG,82.05,SIX
SQN.SW,Swissquote Group Holding SA,83.0,SIX
TECN.SW,Tecan Group AG,456.4,SIX
NTIV.SW,Native SA,0.398,SIX
TKBP.SW,Thurgauer Kantonalbank,104.0,SIX
TIBN.SW,Bergbahnen Engelberg Truebsee Titlis Bet AG,39.8,SIX
TOHN.SW,Tornos Holding AG,3.905,SIX
TXGN.SW,TX Group AG,64.4,SIX
UBXN.SW,U Blox Holding AG,53.15,SIX
VZUG.SW,V-ZUG Holding AG,71.0,SIX
VLRT.SW,Valartis Group AG,8.1,SIX
VATN.SW,Valiant Holding AG,76.0,SIX
VALN.SW,Valora Holding AG,152.0,SIX
VARN.SW,Varia US Properties AG,38.6,SIX
VACN.SW,VAT Group AG,173.8,SIX
VAHN.SW,Vaudoise Assurances Holding SA,469.0,SIX
VETN.SW,Vetropack Holding SA,52.6,SIX
VILN.SW,Villars Holding SA,745.0,SIX
ROL.SW,Von Roll Holding AG,0.69,SIX
VONN.SW,Vontobel Holding AG,62.75,SIX
VZN.SW,VZ Holding AG,79.8,SIX
WKBN.SW,Banque Cantonale du Valais,108.0,SIX
WARN.SW,Warteck Invest AG,2270.0,SIX
WIHN.SW,Wisekey International Holding AG,1.11,SIX
YPSN.SW,Ypsomed Holding AG,131.6,SIX
ZEHN.SW,Zehnder Group AG,45.1,SIX
ZUBN.SW,Zueblin Immobilien Holding AG,29.0,SIX
ZUGN.SW,Zug Estates Holding AG,1970.0,SIX
ZUGER.SW,Zuger Kantonalbank,6260.0,SIX
ROSE.SW,Zur Rose Group AG,225.0,SIX
ZWM.SW,Zwahlen et Mayr SA,210.0,SIX
ABBN.SW,Abb Ltd,24.3,SIX
ADEN.SW,Adecco Group AG,51.18,SIX
ALC.SW,Alcon AG,56.34,SIX
AMS.SW,ams AG,22.12,SIX
CLN.SW,Clariant AG,17.625,SIX
CSGN.SW,Credit Suisse Group AG,9.816,SIX
GEBN.SW,Geberit AG,545.4,SIX
GIVN.SW,Givaudan SA,3935.0,SIX
BAER.SW,Julius Baer Gruppe AG,44.06,SIX
KNIN.SW,Kuehne und Nagel International AG,185.1,SIX
LHN.SW,LafargeHolcim Ltd,43.02,SIX
LOGN.SW,Logitech International SA,73.4,SIX
LONN.SW,Lonza Group AG,582.0,SIX
NESN.SW,Nestle SA,107.28,SIX
NOVN.SW,Novartis AG,78.59,SIX
PGHN.SW,Partners Group Holding AG,861.0,SIX
CFR.SW,Compagnie Financiere Richemont SA,62.64,SIX
ROG.SW,Roche Holding AG,311.45,SIX
SCHP.SW,Schindler Holding AG,249.3,SIX
SGSN.SW,SGS SA,2429.0,SIX
SIKA.SW,Sika AG,229.9,SIX
SOON.SW,Sonova Holding AG,244.8,SIX
UHR.SW,Swatch Group AG,210.7,SIX
SLHN.SW,Swiss Life Holding AG,341.1,SIX
SREN.SW,Swiss Re AG,68.68,SIX
SCMN.SW,Swisscom AG,482.4,SIX
TEMN.SW,Temenos AG,111.5,SIX
UBSG.SW,UBS Group AG,10.93,SIX
VIFN.SW,Vifor Pharma AG,120.35,SIX
ZURN.SW,Zurich Insurance Group AG,313.3,SIX
MMM.SW,3M Co,155.0,SIX
ABT.SW,Abbott Laboratories,98.5,SIX
AAM.SW,Anglo American PLC,20.8,SIX
BAX.SW,Baxter International Inc,87.5,SIX
SKIN.SW,Cassiopea SpA,49.0,SIX
CAT.SW,Caterpillar Inc,146.0,SIX
COPN.SW,Cosmo Pharmaceuticals NV,85.0,SIX
EPH.SW,Eastern Property Holdings Ltd,28.2,SIX
FFI.SW,Formulafirst Ltd,0.0,SIX
GE.SW,General Electric Co,6.5,SIX
GT.SW,Goodyear Tire & Rubber Co,8.7,SIX
IGPH.SW,IGEA Pharma NV,0.67,SIX
LMN.SW,Lastminute.com NV,17.05,SIX
LLBN.SW,Liechtensteinische Landesbank AG,51.9,SIX
LLY.SW,Eli Lilly and Co,145.0,SIX
NWRN.SW,Newron Pharmaceuticals SpA,1.82,SIX
PEP.SW,PepsiCo Inc,131.0,SIX
PMI.SW,Philip Morris International Inc,70.0,SIX
PMAG.SW,PIERER Mobility AG,54.1,SIX
RAP.SW,Rapid Nutrition PLC,0.1,SIX
RY.SW,Royal Bank of Canada,80.0,SIX
GOB.SW,Compagnie de Saint Gobain SA,35.7,SIX
SLB.SW,Schlumberger NV,0.0,SIX
SCR.SW,Scor SE,24.76,SIX
SHLTN.SW,SHL Telemedicine Ltd,6.25,SIX
UIS.SW,Unisys Corp,9.5,SIX
VPBN.SW,VP Bank AG,107.4,SIX
ZBH.SW,Zimmer Biomet Holdings Inc,124.0,SIX
DRI.SW,1&1 Drillisch AG,0.0,SIX
DDD.SW,3D Systems Corp,0.0,SIX
ARL.SW,Aareal Bank AG,0.0,SIX
AC.SW,Accor SA,0.0,SIX
AIY.SW,Activision Blizzard Inc,0.0,SIX
ADS.SW,Adidas AG,0.0,SIX
ADBE.SW,Adobe Inc,282.1,SIX
ADV.SW,ADVA Optical Networking SE,0.0,SIX
AMD.SW,Advanced Micro Devices Inc,29.2,SIX
1N8.SW,Adyen NV,0.0,SIX
AEM.SW,Agnico Eagle Mines Ltd,0.0,SIX
AIR.SW,Airbus SE,0.0,SIX
AIXA.SW,Aixtron SE,0.0,SIX
BABA.SW,Alibaba Group Holding Ltd,166.0,SIX
ALV.SW,Allianz SE,0.0,SIX
GOOGL.SW,Alphabet Inc,1290.0,SIX
AOX.SW,alstria office REIT AG,16.08,SIX
MO.SW,Altria Group Inc,0.0,SIX
AAD.SW,Amadeus Fire AG,0.0,SIX
AMZN.SW,Amazon.com Inc,0.0,SIX
A1G.SW,American Airlines Group Inc,0.0,SIX
AXP.SW,American Express Co,0.0,SIX
AIG.SW,American International Group Inc,52.28,SIX
AMGN.SW,Amgen Inc,0.0,SIX
ABIT.SW,Anheuser Busch Inbev NV,0.0,SIX
AAPL.SW,Apple Inc,0.0,SIX
MT.SW,ArcelorMittal SA,0.0,SIX
ADM.SW,Archer-Daniels-Midland Co,0.0,SIX
ASG.SW,Assicurazioni Generali SpA,0.0,SIX
AZN.SW,AstraZeneca PLC,0.0,SIX
T.SW,AT&T Inc,0.0,SIX
CS.SW,AXA SA,0.0,SIX
BIDU.SW,Baidu Inc,105.01,SIX
BLD.SW,Ballard Power Systems Inc,10.0,SIX
BAC.SW,Bank of America Corp,28.22,SIX
BARC.SW,Barclays PLC,1.81,SIX
ABX.SW,Barrick Gold Corp,0.0,SIX
BAS.SW,BASF SE,57.0,SIX
B5A.SW,Bauer AG,26.55,SIX
VRX.SW,Bausch Health Companies Inc,0.0,SIX
BAYN.SW,Bayer AG,104.0,SIX
BYW6.SW,BayWa AG,27.7,SIX
BDX.SW,Becton Dickinson and Co,243.39,SIX
BEI.SW,Beiersdorf AG,111.95,SIX
BDT.SW,Bertrandt AG,71.4,SIX
0Q3.SW,Beyond Meat Inc,159.0,SIX
BHP.SW,BHP Group Ltd,28.0,SIX
BLT.SW,BHP Group PLC,24.56,SIX
GBF.SW,Bilfinger SE,27.4,SIX
BIIB.SW,Biogen Inc,232.0,SIX
BTC.SW,Bitcoin Group SE,166.6,SIX
BB.SW,BlackBerry Ltd,8.5,SIX
BLK.SW,BlackRock Inc,475.0,SIX
BMW.SW,Bayerische Motoren Werke AG,99.9,SIX
BNP.SW,BNP Paribas SA,55.0,SIX
BA.SW,Boeing Co,358.0,SIX
BKNG.SW,Booking Holdings Inc,1800.0,SIX
BVB.SW,Borussia Dortmund GmbH & Co KGaA,9.3,SIX
EN.SW,Bouygues SA,38.84,SIX
BPOST.SW,Bpost SA,8.165,SIX
BNR.SW,Brenntag AG,47.8,SIX
BMY.SW,Bristol-Myers Squibb Co,44.39,SIX
BATS.SW,British American Tobacco PLC,34.56,SIX
COK.SW,Cancom SE,0.0,SIX
CAP.SW,Capgemini SE,109.35,SIX
AFX.SW,Carl Zeiss Meditec AG,0.0,SIX
CARLB.SW,Carlsberg A/S,0.0,SIX
CA.SW,Carrefour SA,0.0,SIX
CEC.SW,Ceconomy AG,6.0,SIX
CWC.SW,Cewe Stiftung & Co KGaA,92.6,SIX
CVX.SW,Chevron Corp,0.0,SIX
CHT.SW,China Mobile Ltd,0.0,SIX
CSCO.SW,Cisco Systems Inc,0.0,SIX
C.SW,Citigroup Inc,0.0,SIX
KO.SW,Coca-Cola Co,49.7,SIX
CTSH.SW,Cognizant Technology Solutions Corp,0.0,SIX
CL.SW,Colgate-Palmolive Co,0.0,SIX
COLOB.SW,Coloplast A/S,0.0,SIX
COMD.SW,Comdirect Bank AG,11.0,SIX
CBK.SW,Commerzbank AG,0.0,SIX
COP.SW,ConocoPhillips,0.0,SIX
CONT.SW,Continental AG,0.0,SIX
1COV.SW,Covestro AG,0.0,SIX
ACA.SW,Credit Agricole SA,0.0,SIX
CBA.SW,Commonwealth Bank of Australia,56.13,SIX
DAI.SW,Daimler AG,0.0,SIX
DE.SW,Deere & Co,0.0,SIX
DHER.SW,Delivery Hero SE,0.0,SIX
DAL.SW,Delta Air Lines Inc,0.0,SIX
DBK.SW,Deutsche Bank AG,9.9,SIX
DB1.SW,Deutsche Boerse AG,142.35,SIX
PBB.SW,Deutsche Pfandbriefbank AG,0.0,SIX
DPW.SW,Deutsche Post AG,45.0,SIX
DTE.SW,Deutsche Telekom AG,0.0,SIX
DWNI.SW,Deutsche Wohnen SE,0.0,SIX
DEZ.SW,DEUTZ AG,0.0,SIX
WIN.SW,Diebold Nixdorf Inc,8.6,SIX
1Q5.SW,Dropbox Inc,0.0,SIX
DBAN.SW,Deutsche Beteiligungs AG,0.0,SIX
LHA.SW,Deutsche Lufthansa AG,30.0,SIX
DUE.SW,Duerr AG,0.0,SIX
DWS.SW,DWS Group GmbH & Co KgaA,0.0,SIX
EOAN.SW,E.ON SE,12.0,SIX
EBAY.SW,eBay Inc,38.34,SIX
EW.SW,Edwards Lifesciences Corp,146.26,SIX
EMR.SW,Emerson Electric Co,64.57,SIX
CAS.SW,Encavis AG,0.0,SIX
ERF.SW,Eurofins Scientific SE,504.6,SIX
EVK.SW,Evonik Industries AG,28.47,SIX
EVT.SW,Evotec SE,27.46,SIX
EI.SW,EssilorLuxottica SA,117.0,SIX
XOM.SW,Exxon Mobil Corp,74.8,SIX
FB.SW,Facebook Inc,0.0,SIX
FDX.SW,FedEx Corp,159.88,SIX
RACE.SW,Ferrari NV,156.0,SIX
FIE.SW,Fielmann AG,0.0,SIX
FSLR.SW,First Solar Inc,62.96,SIX
F.SW,Ford Motor Co,0.0,SIX
FRA.SW,Fraport AG Frankfurt Airport Services Worldwide,0.0,SIX
FNTN.SW,freenet AG,0.0,SIX
FCX.SW,Freeport-McMoRan Inc,0.0,SIX
FRE.SW,Fresenius SE & Co KGaA,53.06,SIX
FME.SW,Fresenius Medical Care AG & Co KGaA,81.2,SIX
GLX.SW,Galaxy Entertainment Group Ltd,7.4,SIX
GIS.SW,General Mills Inc,51.66,SIX
GM.SW,General Motors Co,37.69,SIX
GXI.SW,Gerresheimer AG,75.6,SIX
GILD.SW,Gilead Sciences Inc,75.0,SIX
GSK.SW,GlaxoSmithKline PLC,21.5,SIX
GS.SW,Goldman Sachs Group Inc,198.46,SIX
GPRO.SW,GoPro Inc,6.0,SIX
HMB.SW,H & M Hennes & Mauritz AB,15.6,SIX
HAL.SW,Halliburton Co,22.16,SIX
HAB.SW,Hamborner Reit AG,10.1,SIX
HNR1.SW,Hannover Rueck SE,159.0,SIX
HEID.SW,HeidelbergCement AG,78.5,SIX
HDD.SW,Heidelberger Druckmaschinen AG,1.522,SIX
HEI.SW,Heineken NV,104.75,SIX
HLE.SW,HELLA GmbH & Co KGaA,40.0,SIX
HEN3.SW,Henkel AG & Co KgaA,96.88,SIX
HHFA.SW,Hamburger Hafen und Logistik AG,23.55,SIX
HOT.SW,Hochtief AG,146.5,SIX
HD.SW,Home Depot Inc,204.0,SIX
HBH3.SW,Hornbach Holding AG & Co KGaA,54.6,SIX
HPQ.SW,HP Inc,20.2,SIX
BOSS.SW,Hugo Boss AG,80.0,SIX
HYQ.SW,Hypoport SE,255.0,SIX
IBM.SW,International Business Machines Corp,0.0,SIX
IMB.SW,Imperial Brands PLC,0.0,SIX
IFX.SW,Infineon Technologies AG,22.495,SIX
INGA.SW,ING Groep NV,11.3,SIX
INTC.SW,Intel Corp,0.0,SIX
JEN.SW,Jenoptik AG,37.1,SIX
JNJ.SW,Johnson & Johnson,145.0,SIX
JPM.SW,JPMorgan Chase & Co,0.0,SIX
SDF.SW,K&S AG,18.2,SIX
K.SW,Kellogg Co,55.02,SIX
KG.SW,Kinross Gold Corp,3.2,SIX
KGX.SW,Kion Group AG,60.38,SIX
KBX.SW,Knorr Bremse AG,109.0,SIX
KHC.SW,Kraft Heinz Co,29.9,SIX
KU2.SW,Kuka AG,56.0,SIX
KWS.SW,KWS SAAT SE & Co KgaA,69.2,SIX
OR.SW,L'Oreal SA,300.2,SIX
MMB.SW,Lagardere SCA,25.86,SIX
LXS.SW,LANXESS AG,56.2,SIX
LEG.SW,LEG Immobilien AG,114.0,SIX
LEN.SW,Lenovo Group Ltd,0.76,SIX
LIN.SW,Linde PLC,215.0,SIX
LLOY.SW,Lloyds Banking Group PLC,0.76,SIX
LMT.SW,Lockheed Martin Corp,348.25,SIX
MC.SW,LVMH Moet Hennessy Louis Vuitton SE,440.0,SIX
MAN.SW,MAN SE,0.0,SIX
MA.SW,Mastercard Inc,0.0,SIX
MCD.SW,Mcdonald's Corp,0.0,SIX
MDG1.SW,Medigene AG,0.0,SIX
MER.SW,Merck KGaA,130.0,SIX
MRK.SW,Merck & Co Inc,0.0,SIX
B4B.SW,Metro AG,17.87,SIX
ML.SW,Compagnie Generale des Etablissements Michelin SCA,0.0,SIX
MU.SW,Micron Technology Inc,0.0,SIX
MSFT.SW,Microsoft Corp,0.0,SIX
MLP.SW,MLP SE,4.565,SIX
MDLZ.SW,Mondelez International Inc,0.0,SIX
MS.SW,Morgan Stanley,0.0,SIX
MOR.SW,MorphoSys AG,102.0,SIX
MUV2.SW,Muenchener Rueckversicherungs Gesellschaft AG in Muenchen,254.0,SIX
NEMA.SW,Nemetschek SE,59.0,SIX
NFLX.SW,Netflix Inc,0.0,SIX
NEM.SW,Newmont Corporation,0.0,SIX
NKE.SW,Nike Inc,0.0,SIX
NOKIA.SW,Nokia Oyj,0.0,SIX
NDB.SW,Nordea Bank Abp,0.0,SIX
NDX1.SW,Nordex SE,0.0,SIX
NOEJ.SW,Norma Group SE,53.1,SIX
NHY.SW,Norsk Hydro ASA,0.0,SIX
NOVOB.SW,Novo Nordisk A/S,0.0,SIX
NZYMB.SW,Novozymes A/S,0.0,SIX
NVDA.SW,NVIDIA Corp,0.0,SIX
ORCL.SW,Oracle Corp,58.3,SIX
OSR.SW,Osram Licht AG,44.39,SIX
P1Z.SW,Patrizia AG,21.0,SIX
PYPL.SW,PayPal Holdings Inc,0.0,SIX
RI.SW,Pernod Ricard SA,181.35,SIX
UG.SW,Peugeot SA,22.0,SIX
PFV.SW,Pfeiffer Vacuum Technology AG,0.0,SIX
POM.SW,Compagnie Plastic Omnium SE,0.0,SIX
PAH3.SW,Porsche Automobil Holding SE,0.0,SIX
PN6.SW,PostNL NV,0.0,SIX
PG.SW,Procter & Gamble Co,0.0,SIX
PSM.SW,Prosiebensat 1 Media SE,13.77,SIX
PUM.SW,Puma SE,64.5,SIX
QGEN.SW,Qiagen NV,0.0,SIX
QCOM.SW,Qualcomm Inc,0.0,SIX
RDN.SW,Randstad NV,54.72,SIX
RAA.SW,Rational AG,646.0,SIX
RNO.SW,Renault SA,100.0,SIX
RHM.SW,Rheinmetall AG,116.25,SIX
RHK.SW,Rhoen Klinikum AG,26.75,SIX
RIO.SW,Rio Tinto Ltd,71.33,SIX
RIOP.SW,Rio Tinto PLC,59.89,SIX
RKET.SW,Rocket Internet SE,26.0,SIX
RDSA.SW,Royal Dutch Shell PLC,17.8,SIX
PHI.SW,Koninklijke Philips NV,0.0,SIX
RWE.SW,RWE AG,24.87,SIX
SZG.SW,Salzgitter AG,0.0,SIX
SAP.SW,SAP SE,0.0,SIX
SHAF.SW,Schaeffler AG,7.275,SIX
G24.SW,Scout24 AG,80.6,SIX
SIN.SW,Siemens AG,0.0,SIX
SHL.SW,Siemens Healthineers AG,0.0,SIX
WAF.SW,Siltronic AG,100.15,SIX
SIX2.SW,Sixt SE,0.0,SIX
LNSX.SW,Sixt Leasing SE,12.1,SIX
SNAP.SW,Snap Inc,0.0,SIX
GLE.SW,Societe Generale SA,23.0,SIX
SOW.SW,Software AG,0.0,SIX
SONC.SW,Sony Corp,0.0,SIX
SPF.SW,Spotify Technology SA,140.0,SIX
SBUX.SW,Starbucks Corp,0.0,SIX
SNH.SW,Steinhoff International Holdings NV,0.041,SIX
SZU.SW,Suedzucker AG,0.0,SIX
SMHN.SW,SUESS MicroTec SE,0.0,SIX
SY1.SW,Symrise AG,0.0,SIX
TMUS.SW,T-Mobile US Inc,72.12,SIX
TEG.SW,TAG Immobilien AG,0.0,SIX
TTK.SW,Takkt AG,0.0,SIX
TLX.SW,Talanx AG,38.26,SIX
FTI.SW,TechnipFMC PLC,0.0,SIX
TC1.SW,Tele Columbus AG,0.0,SIX
O2D.SW,Telefonica Deutschland Holding AG,2.97,SIX
TSCO.SW,Tesco PLC,2.99,SIX
TSLA.SW,Tesla Inc,0.0,SIX
TK.SW,Thyssenkrupp AG,0.0,SIX
TMO.SW,TomTom NV,0.0,SIX
FP.SW,Total SE,34.8,SIX
RIGN.SW,Transocean Ltd,0.715,SIX
TUI1.SW,Tui AG,0.0,SIX
TWTR.SW,Twitter Inc,0.0,SIX
UBER.SW,Uber Technologies Inc,48.0,SIX
UNIPE.SW,Uniper SE,28.84,SIX
UTDI.SW,United Internet AG,36.0,SIX
VAR1.SW,Varta AG,105.0,SIX
VZ.SW,Verizon Communications Inc,0.0,SIX
VWS.SW,Vestas Wind Systems A/S,0.0,SIX
VIB3.SW,Villeroy & Boch AG,0.0,SIX
V.SW,Visa Inc,0.0,SIX
VOD.SW,Vodafone Group PLC,2.01,SIX
VNA.SW,Vonovia SE,0.0,SIX
WAC.SW,Wacker Neuson SE,24.28,SIX
WMT.SW,Walmart Inc,107.68,SIX
DIS.SW,Walt Disney Co,0.0,SIX
WFC.SW,Wells Fargo & Co,46.09,SIX
WDI.SW,Wirecard AG,94.0,SIX
WUW.SW,Wuestenrot & Wuerttembergische AG,20.75,SIX
O1BC.SW,New Work SE,388.0,SIX
YRI.SW,Yamana Gold Inc,0.0,SIX
YUM.SW,Yum! Brands Inc,0.0,SIX
ZAL.SW,Zalando SE,100.0,SIX
ZO1.SW,Zooplus AG,112.0,SIX
RSPF.SW,Realstone Swiss Property,137.2,SIX
ROB.SW,Robeco Global Stars Equities Fund NV,0.0,SIX
RLN.SW,Rolinco NV,0.0,SIX
1.HK,CK Hutchison Holdings Ltd,0.0,HKSE
2.HK,CLP Holdings Ltd,0.0,HKSE
3.HK,Hong Kong and China Gas Co Ltd,0.0,HKSE
4.HK,Wharf Holdings Ltd,0.0,HKSE
5.HK,HSBC Holdings PLC,0.0,HKSE
6.HK,Power Assets Holdings Ltd,0.0,HKSE
7.HK,Hong Kong Finance Investment Holding Group Ltd,0.0,HKSE
8.HK,PCCW Ltd,0.0,HKSE
9.HK,Keyne Ltd,0.0,HKSE
10.HK,Hang Lung Group Ltd,0.0,HKSE
11.HK,Hang Seng Bank Ltd,0.0,HKSE
12.HK,Henderson Land Development Co Ltd,0.0,HKSE
14.HK,Hysan Development Co Ltd,0.0,HKSE
16.HK,Sun Hung Kai Properties Ltd,0.0,HKSE
18.HK,Oriental Press Group Ltd,0.0,HKSE
19.HK,Swire Pacific Ltd,0.0,HKSE
21.HK,Great China Properties Holdings Ltd,0.0,HKSE
22.HK,Mexan Ltd,0.0,HKSE
23.HK,Bank of East Asia Ltd,0.0,HKSE
25.HK,Chevalier International Holdings Ltd,0.0,HKSE
26.HK,China Motor Bus Company Ltd,0.0,HKSE
27.HK,Galaxy Entertainment Group Ltd,0.0,HKSE
28.HK,Tian An China Investments Co Ltd,0.0,HKSE
29.HK,Dynamic Holdings Ltd,0.0,HKSE
30.HK,Ban Loong Holdings Ltd,0.0,HKSE
31.HK,China Aerospace International Holdings Ltd,0.0,HKSE
32.HK,Cross-Harbour Holdings Ltd,0.0,HKSE
33.HK,Amber Hill Financial Holdings Ltd,0.0,HKSE
34.HK,Kowloon Development Co Ltd,0.0,HKSE
35.HK,Far East Consortium International Ltd,0.0,HKSE
36.HK,Far East Holdings International Ltd,0.0,HKSE
37.HK,Far East Hotels and Entertainment Ltd,0.0,HKSE
39.HK,China Beidahuang Industry Group Holdings Ltd,0.0,HKSE
40.HK,Gold Peak Industries Holdings Ltd,0.0,HKSE
41.HK,Great Eagle Holdings Ltd,0.0,HKSE
43.HK,C.P. Pokphand Co. Ltd,0.0,HKSE
45.HK,Hongkong and Shanghai Hotels Ltd,0.0,HKSE
46.HK,Computer and Technologies Holdings Ltd,0.0,HKSE
47.HK,Hop Hing Group Holdings Ltd,0.0,HKSE
48.HK,China Automotive Interior Decoration Holdings Ltd,0.0,HKSE
50.HK,Hong Kong Ferry Holdings Co Ltd,0.0,HKSE
51.HK,Harbour Centre Development Ltd,0.0,HKSE
52.HK,Fairwood Holdings Ltd,0.0,HKSE
53.HK,Guoco Group Ltd,0.0,HKSE
55.HK,Neway Group Holdings Ltd,0.0,HKSE
56.HK,Allied Properties HK Ltd,0.0,HKSE
57.HK,Chen Hsong Holdings Ltd,0.0,HKSE
58.HK,Sunway International Holdings Ltd,0.0,HKSE
59.HK,Skyfame Realty (Holdings) Ltd,0.0,HKSE
60.HK,Hong Kong Food Investment Holdings Ltd,0.0,HKSE
61.HK,Green Leader Holdings Group Ltd,0.0,HKSE
62.HK,Transport International Holdings Ltd,0.0,HKSE
63.HK,China Graphene Group Ltd,0.0,HKSE
64.HK,Get Nice Holdings Ltd,0.0,HKSE
65.HK,Grand Ocean Advanced Resources Co Ltd,0.0,HKSE
66.HK,MTR Corp Ltd,0.0,HKSE
68.HK,Lee Hing Development Ltd,0.0,HKSE
69.HK,Shangri-La Asia Ltd,0.0,HKSE
70.HK,Rich Goldman Holdings Ltd,0.0,HKSE
71.HK,Miramar Hotel and Investment Co Ltd,0.0,HKSE
72.HK,Modern Media Holdings Ltd,0.0,HKSE
75.HK,YT Realty Group Ltd,0.0,HKSE
76.HK,Elate Holdings Ltd,0.0,HKSE
77.HK,Ams Public Transport Holdings Ltd,0.0,HKSE
78.HK,Regal Hotels International Holdings Ltd,0.0,HKSE
79.HK,Century Legend (Holdings) Ltd,0.0,HKSE
80.HK,China New Economy Fund Ltd,0.0,HKSE
81.HK,China Overseas Grand Oceans Group Ltd,0.0,HKSE
82.HK,V1 Group Ltd,0.0,HKSE
83.HK,Sino Land Co Ltd,0.0,HKSE
84.HK,Stelux Holdings International Ltd,0.0,HKSE
85.HK,China Electronics Huada Technology Company Ltd,0.0,HKSE
86.HK,Sun Hung Kai & Co Ltd,0.0,HKSE
88.HK,Tai Cheung Holdings Ltd,0.0,HKSE
89.HK,Tai Sang Land Development Ltd,0.0,HKSE
90.HK,Puxing Energy Ltd,0.0,HKSE
91.HK,Golden Century International Holdings Group Ltd,0.0,HKSE
92.HK,Champion Technology Holdings Ltd,0.0,HKSE
93.HK,Termbray Industries International (Holdings) Ltd,0.0,HKSE
94.HK,Greenheart Group Ltd,0.0,HKSE
95.HK,LVGEM (China) Real Estate Investment Co Ltd,0.0,HKSE
96.HK,Yusei Holdings Ltd,0.0,HKSE
97.HK,Henderson Investment Ltd,0.0,HKSE
98.HK,Xingfa Aluminium Holdings Ltd,0.0,HKSE
99.HK,Wong's International Holdings Ltd,0.0,HKSE
100.HK,Clear Media Ltd,0.0,HKSE
101.HK,Hang Lung Properties Ltd,0.0,HKSE
102.HK,Summit Ascent Holdings Ltd,0.0,HKSE
103.HK,Shougang Concord Century Holdings Ltd,0.0,HKSE
104.HK,Asia Commercial Holdings Ltd,0.0,HKSE
105.HK,Associated International Hotels Ltd,0.0,HKSE
106.HK,Landsea Green Properties Co Ltd,0.0,HKSE
108.HK,GR Properties Ltd,0.0,HKSE
109.HK,Good Resources Holdings Ltd,0.0,HKSE
110.HK,China Fortune Holdings Ltd,0.0,HKSE
111.HK,Cinda International Holdings Ltd,0.0,HKSE
112.HK,Lerthai Group Ltd,0.0,HKSE
113.HK,Dickson Concepts (International) Ltd,0.0,HKSE
114.HK,Herald Holdings Ltd,0.0,HKSE
115.HK,Grand Field Group Holdings Ltd,0.0,HKSE
116.HK,Chow Sang Sang Holdings International Ltd,0.0,HKSE
117.HK,Tianli Holdings Group Ltd,0.0,HKSE
118.HK,Cosmos Machinery Enterprises Ltd,0.0,HKSE
